1520,dhif,7384
1520,dhif,5799
4890,cbcc,9885
3057,cbhf,8763
8947,ehhc,7469
1832,dhcc,4144
1832,dhcc,2314
8406,dbfc,2590
8406,dbfc,3806
7660,ddee,6473
7660,ddee,3301
3973,dddg,7520
3973,dddg,8781
6787,dbfi,2600
6787,dbfi,3112
1811,dfgd,8634
1811,dfgd,3332
1710,eihj,1117
6899,dhcb,7162
6899,dhcb,7585
8959,cdbj,6642
3666,cccb,2753
4820,eicd,5162
3706,ejcg,3948
8433,dhje,8864
8433,dhje,1564
6080,eedg,7521
5425,eacb,1816
2149,ejbh,8505
1479,efdi,6835
6198,dabh,7865
6198,dabh,4159
2977,edfc,1081
2174,cfci,9933
2304,cjae,2460
6046,ccjb,5190
4453,cjgf,10000
3968,egag,4162
6893,difh,5597
6893,difh,8026
2289,djdg,3217
2289,djdg,1102
9673,ccfc,2275
8044,ccjj,7579
4032,cihe,4619
4006,dgaf,9019
4006,dgaf,5879
6137,debi,8220
6137,debi,6949
9464,eeje,5392
7404,dibd,9862
7404,dibd,1870
7140,ecbh,7054
6160,caig,5329
9634,ecic,1573
1522,eceb,5269
5361,efij,1029
7148,eefg,2032
6501,cadd,1166
5065,cadf,9733
1592,cfgj,7737
6158,dfbh,8038
6158,dfbh,2266
4958,dfab,6247
4958,dfab,1613
6199,chfh,5774
7581,djae,7253
7581,djae,7328
7446,dcgf,8084
7446,dcgf,8985
3610,dagd,3912
3610,dagd,5345
7831,eadg,6740
7659,caie,1859
8357,diga,1396
8357,diga,2491
2518,cjcg,3181
8753,egej,7606
8185,ddfa,7016
8185,ddfa,8573
8116,cbfa,5936
6498,ehgg,5866
8587,cjfh,7746
7996,dheh,9797
7996,dheh,9504
4113,dbae,4830
4113,dbae,6093
8930,cahc,7615
5859,ddgi,9909
5859,ddgi,9872
1447,eihf,2067
7551,cicj,6296
6629,edag,4272
5379,chcf,9676
2916,efge,8073
6154,cahe,2784
7230,dbch,2914
7230,dbch,1086
1311,egbd,7705
1636,dgij,4545
1636,dgij,7503
4419,ecac,6440
2977,cjic,9142
8753,cceg,8944
2573,chff,2010
5277,deei,1870
5277,deei,5824
9720,dhdb,5638
9720,dhdb,4659
7422,ciab,4407
3840,cfib,7277
9889,efdd,2020
7940,eijj,8568
7347,dgjg,2699
7347,dgjg,9404
1740,caej,8586
9098,dcdj,4448
9098,dcdj,9490
8212,ecfc,4778
4417,efcg,5487
8937,ccgd,5051
1941,dgci,2939
1941,dgci,4285
7422,cbbg,1626
5483,cgaf,9159
2610,cieg,6941
6768,ejgi,5681
2861,efib,3382
1082,eija,5170
5021,eafc,9398
5534,eaid,1467
4835,cehg,5503
9010,dehc,1036
9010,dehc,8509
5338,caaa,1028
5433,ebbj,4719
8863,eaij,7930
8474,edcf,9579
2571,cjbi,8528
7504,eahi,6326
9842,dhfc,1110
9842,dhfc,5144
2216,ejci,3065
5709,ecdh,4410
9327,cbga,2957
5507,ebbg,9172
3517,ebcj,8759
8854,chef,1552
6284,echi,4650
8502,dbga,9116
8502,dbga,1392
9467,cjjc,8962
6720,ccgc,7602
5274,cddg,1701
3085,ddji,5748
3085,ddji,2680
5026,ccgg,8652
7981,dfii,8929
7981,dfii,1290
6534,egie,3898
3647,cccd,6586
9741,ebea,7230
7636,deih,7810
7636,deih,7609
8393,dgbb,4066
8393,dgbb,3786
2801,efaf,5424
8861,ddce,2774
8861,ddce,8601
4422,dafb,1066
4422,dafb,6649
9910,eafe,7474
1464,eech,9342
7403,dbgc,8600
7403,dbgc,6362
3726,ceje,5566
7814,cbbj,8532
3695,cgbd,8576
9635,cadc,4924
1295,cabb,4292
6543,dage,5673
6543,dage,4064
5740,chfb,1414
5004,dfic,2301
5004,dfic,6705
6501,eiij,2188
9204,dchj,2016
9204,dchj,5975
6381,cgij,6588
6914,ejgb,1911
7696,dicd,6512
7696,dicd,4510
3446,cceb,9209
7339,dgej,6963
7339,dgej,9541
7320,dejd,1241
7320,dejd,9788
6587,dehe,7543
6587,dehe,6571
4817,dbad,5454
4817,dbad,8015
9852,cfhb,9609
9557,dfdj,3145
9557,dfdj,9531
5165,cdce,9250
4764,dbjh,2556
4764,dbjh,5803
5238,eedi,2430
6449,dcib,3818
6449,dcib,2897
4587,cehi,3636
8301,ddhg,8264
8301,ddhg,7865
5432,cgbc,9763
1754,cjjj,5743
6086,ehid,5543
6118,dbia,9390
6118,dbia,4204
9705,dfia,3739
9705,dfia,4434
8420,cehd,6986
1399,dgac,4488
1399,dgac,9551
5392,dfbe,7266
5392,dfbe,9103
8684,cfcc,4730
1776,djff,1202
1776,djff,8920
9178,cbeg,3180
8659,cgab,7162
3650,diii,4940
3650,diii,9528
2026,ebdc,1286
5928,egde,6904
3617,dhdg,7661
3617,dhdg,1870
3805,dida,1239
3805,dida,2483
7624,daei,3429
7624,daei,3833
4455,dijc,8171
4455,dijc,1177
7152,diib,1562
7152,diib,3837
2139,djdj,5495
2139,djdj,5824
6529,ddbi,5342
6529,ddbi,1445
2651,eegf,7206
3116,cjeb,5404
2073,dige,8611
2073,dige,8657
9365,egef,5929
7726,echg,7760
4928,eacf,6454
6072,ebih,8665
2040,deid,4733
2040,deid,9025
5325,ddbb,8126
5325,ddbb,5282
9114,ddfb,3259
9114,ddfb,2173
7723,dhce,1661
7723,dhce,3953
5183,cbbb,2585
4904,cbfh,3171
7440,djfi,9463
7440,djfi,8760
6802,ebge,8674
5518,eahc,7913
7421,dbaa,7405
7421,dbaa,8168
3090,djig,4181
3090,djig,4373
5426,dgji,6243
5426,dgji,3034
9578,dccf,3625
9578,dccf,3600
5933,ched,4415
3703,edac,8567
4926,ccac,3700
6049,dbhj,7473
6049,dbhj,3709
7208,cjhe,6974
3064,cadi,1730
3840,ehjg,6734
7949,cgia,4480
9152,dfhd,9967
9152,dfhd,3263
2845,djce,1730
2845,djce,2162
8298,diei,4706
8298,diei,7036
5268,dbji,2768
5268,dbji,4184
5971,cbcd,3037
2375,chgd,3539
5194,cfhh,9511
8049,ddja,7020
8049,ddja,2754
6510,cehc,7218
7907,dhef,6990
7907,dhef,9930
4444,cgha,4928
9979,debd,4436
9979,debd,8515
1453,deji,7092
1453,deji,8137
3692,ddjf,7712
3692,ddjf,2695
5952,eaei,2706
7665,eiif,9090
9937,egia,7871
3335,cfji,8243
7047,dgia,7749
7047,dgia,1026
4797,dgjh,5713
4797,dgjh,9757
4207,djac,6472
4207,djac,3180
8048,eeib,3089
1939,egbf,3880
3842,dfif,3556
3842,dfif,5116
1612,cica,2587
1332,caab,7180
7431,ehhi,6022
7743,ehab,9158
5615,ccfe,6564
7292,dhgf,7744
7292,dhgf,6763
9191,dcea,3175
9191,dcea,2548
4738,dejb,2827
4738,dejb,9085
9680,dfae,5848
9680,dfae,6403
4228,ebdb,5288
1895,caid,5858
6223,cffa,8590
4416,cafb,2984
8627,chdb,2116
6865,ejbf,5336
8357,ejjh,2603
9290,dgic,6528
9290,dgic,1549
7967,ccda,6518
7025,eejh,3108
9397,eccd,9462
5007,cfch,6619
2726,cheg,2887
6073,cifc,5589
2739,dgge,1897
2739,dgge,9582
3861,efic,7422
4530,ccbi,5963
5363,djde,4826
5363,djde,8307
5420,daeg,3907
5420,daeg,8313
7036,ccbe,9597
3801,dfgh,4992
3801,dfgh,4270
2293,dfie,4286
2293,dfie,9156
9503,egbc,9173
5255,cdib,4439
3482,cdaj,6091
6462,eaaf,6763
1666,decj,9998
1666,decj,9948
5387,ebig,8302
2470,ceba,8337
9303,dcch,1127
9303,dcch,9882
5480,cgbj,6191
6389,dacf,1906
6389,dacf,9789
8524,ciea,6075
4749,cdic,5525
7915,cjbg,6526
2154,edde,6506
6071,cbjj,2404
3506,dfgf,5920
3506,dfgf,3886
8103,ddff,6402
8103,ddff,4591
9315,dbah,1374
9315,dbah,8301
5066,chfa,8847
5144,ddef,2410
5144,ddef,9328
4436,edgf,1666
7646,didc,7315
7646,didc,9862
6391,cacj,9585
8974,cich,7190
9705,dhig,3114
9705,dhig,6215
5834,dhad,2092
5834,dhad,3264
6157,cdhj,9401
4754,dfei,5213
4754,dfei,3298
5820,ddca,6753
5820,ddca,8163
8590,eeag,5169
7263,ejfc,3662
1749,ebgi,7668
3301,dhbh,5995
3301,dhbh,7212
6530,ejec,4142
9669,cajg,8229
1668,ecbe,2465
7084,ccaa,6311
1854,ejaa,7057
3756,ehbe,6350
7396,ccig,6477
9921,cbii,3796
2678,dhcf,9631
2678,dhcf,6775
1823,ehje,1610
6949,eebc,8036
7832,ecea,8142
3074,cdfe,4195
2822,chjc,8349
8495,dbac,5960
8495,dbac,3215
5205,dhhj,1246
5205,dhhj,3573
4118,ejha,2041
8759,cafg,8714
4439,efia,9342
3937,ejhi,6212
4541,ejbc,9245
5759,ccjd,3136
3284,cfce,5707
7061,cedd,6368
7892,edbf,4425
8975,eceg,4280
2352,ehdb,1290
7100,dace,3617
7100,dace,7109
1263,dbbi,2019
1263,dbbi,6494
7598,dhij,1428
7598,dhij,7060
9807,ebhf,9172
5800,edhd,7161
7789,dihe,8358
7789,dihe,4099
5299,ebjd,3657
1191,ejfg,6618
6933,dgib,5157
6933,dgib,1480
8485,cfja,4574
4303,ejej,8875
1303,cbjc,1325
2164,edea,2535
4336,dahb,3710
4336,dahb,5608
4365,dedf,4470
4365,dedf,7079
3636,dajd,2437
3636,dajd,4959
7782,efjg,6281
3086,eajd,2065
4605,cfej,7187
1110,cebj,3774
7955,eijf,1154
9774,cigg,2660
5754,chhj,1935
6571,eich,8299
2823,caij,5052
3997,eddh,8466
4041,ebbb,3314
1922,ccie,2318
9478,eeie,6147
2105,dcbf,3013
2105,dcbf,6070
1929,ejhg,9052
1349,cdef,2432
3244,ehch,6205
5938,egfc,6333
9744,ddae,9767
9744,ddae,3133
5682,eabj,8180
3467,cghb,2350
6149,djaj,7574
6149,djaj,1891
2954,ehca,3429
9091,dcij,6904
9091,dcij,1822
2799,ccbj,5463
3743,efbg,3114
8059,daih,8385
8059,daih,8162
8719,dcae,3004
8719,dcae,9973
1985,djfc,4019
1985,djfc,2685
3196,dgha,6379
3196,dgha,8492
2074,cbfb,1736
4172,deic,5406
4172,deic,4703
8096,cgae,3366
6808,ecej,9659
6726,eabb,2685
9121,effb,4990
4308,cifj,9188
6703,ecaa,9485
4034,cjga,1128
1281,cjii,2000
2186,cbja,8946
2537,cfhf,3530
3609,cfff,4546
7663,dhhg,7548
7663,dhhg,6154
8052,cjcj,7507
2857,ddeg,1139
2857,ddeg,3755
8511,ejih,4304
8235,eihi,7725
4477,ebbe,7561
7438,cjhf,7216
9837,diac,2778
9837,diac,8465
5387,efhe,4128
1346,eahb,5083
9472,ciba,5904
7362,ddfd,5681
7362,ddfd,9851
4294,edec,8760
7076,dcbb,5772
7076,dcbb,8156
1690,cdje,7161
7361,cacc,3679
2954,dede,4575
2954,dede,9179
3693,efjb,1787
7964,ddci,2138
7964,ddci,7917
4139,cdbc,3429
6345,cdbd,3757
6268,eged,8781
6954,ecdc,4874
6105,egib,9683
7730,eijh,1393
8526,ddfg,8346
8526,ddfg,3969
6491,dgeg,5681
6491,dgeg,3120
3577,cjdg,2135
2242,eead,6339
9952,djhh,1452
9952,djhh,6696
1367,cicb,6715
8605,ejfh,6215
2618,efgg,5834
7565,cgfg,4652
7484,djic,5268
7484,djic,5240
4010,dcji,5801
4010,dcji,3776
2539,djcc,8028
2539,djcc,9491
4728,ehjc,1183
7780,cfdh,9017
6402,eadf,5386
7596,dffg,2775
7596,dffg,9748
4894,eegd,2728
5271,ddjc,9098
5271,ddjc,1730
4835,eefi,9634
2117,ejcc,6421
8544,cbai,9810
1734,cejj,6311
1946,cjaj,1758
7827,dcjh,1143
7827,dcjh,7599
2458,cihh,3362
6383,dcce,3299
6383,dcce,6646
7203,ebfe,4553
1664,ddgb,1038
1664,ddgb,4789
2837,ecjc,2087
3986,eefc,3280
7389,egcg,1669
4581,cjeh,4926
3490,cgdb,7586
2790,dhhe,3653
2790,dhhe,8448
9930,efab,7973
5849,chad,4605
4117,deie,7685
4117,deie,1507
6242,diee,4010
6242,diee,3226
5628,edjb,2668
4512,ddgc,5515
4512,ddgc,9451
1585,eceh,9110
2811,djfe,5007
2811,djfe,4591
8335,chga,9750
4759,cchj,4848
1676,effi,5015
1657,ccbc,7796
1333,ccij,6291
7175,ejai,2815
8776,ddai,3755
8776,ddai,3563
7976,dagg,1874
7976,dagg,5271
9312,cjce,4989
4419,dcih,1178
4419,dcih,6905
1083,cfjd,5344
2694,dcda,1147
2694,dcda,3830
2745,ebhh,1153
1433,cjaa,5783
2734,ceha,8316
3563,eifa,5268
7665,eggj,5360
8766,dfbj,5180
8766,dfbj,5691
9189,cfbd,7827
5347,cdfb,4456
8787,cbae,8738
7290,dgah,3512
7290,dgah,3968
5009,ddii,2143
5009,ddii,6066
4396,ebdd,1386
6542,djga,8332
6542,djga,8774
3904,cach,6169
4097,egga,3826
4846,cjbc,6878
7348,daah,2959
7348,daah,3572
7266,efdf,7308
6140,cead,2015
8535,digi,2288
8535,digi,8781
5986,dgad,3036
5986,dgad,8297
8171,cjbf,7583
4823,eeeg,3139
7770,eifc,9585
6729,ebfa,7693
9015,eebe,3128
1975,cjhi,1710
7313,cgac,3981
6535,ebcg,8235
4397,ciaf,4156
1902,chij,8649
8250,ehcf,9896
8654,ecci,2333
3034,ddif,1776
3034,ddif,4458
8643,caca,1620
6568,decd,1632
6568,decd,1572
2518,cdec,4842
5334,dfda,3892
5334,dfda,4698
1002,ehfh,3583
1848,cijj,1456
6288,cahg,7634
1679,ebcc,4193
7331,egbi,7360
5753,ceii,4798
9995,eicj,7189
8576,dbcd,4863
8576,dbcd,3938
1076,ebgh,5656
7192,egch,6541
8778,eifj,1779
9005,dgfd,2122
9005,dgfd,6898
4035,eabc,1513
8527,egid,5336
9067,ebab,4561
7343,ddeb,8145
7343,ddeb,1215
3628,deib,2389
3628,deib,1763
1293,ehjd,2495
6907,ebic,3268
8059,cjgb,6418
1801,cddi,1217
6080,ecgi,9285
2240,cjhj,4733
2256,edfb,3958
7663,chhd,8840
4476,dbgh,6128
4476,dbgh,7190
1452,ehcd,4627
5093,cdij,4539
6603,ehie,5446
7911,ecae,3394
5700,ecff,9902
6443,cbbe,7072
7987,cbcb,2373
2179,cbch,1839
2920,dddj,2895
2920,dddj,1336
4502,dabg,4668
4502,dabg,2684
4591,ecii,7885
6425,dgfe,3913
6425,dgfe,8007
6158,difc,7390
6158,difc,1160
7415,dbbf,5549
7415,dbbf,5969
7440,cbhb,4498
2861,dhbc,5714
2861,dhbc,4070
9624,ceia,1451
1396,edgb,1339
1647,chji,4331
9093,eiia,2352
1157,chbi,6727
5464,ebjf,9185
8091,ceaa,3826
9742,daaj,1972
9742,daaj,4739
6531,efbd,1280
1346,dcjf,8661
1346,dcjf,9836
9064,edia,1532
4065,ejia,8314
3973,cffj,5192
8033,dijf,9879
8033,dijf,6415
2161,cgfh,2703
6860,dggh,2101
6860,dggh,3908
2944,dbcf,4872
2944,dbcf,4340
4027,cfef,3198
1831,edhj,3023
9604,ccib,3793
7279,chab,4524
8825,ccad,2266
3980,djjh,5920
3980,djjh,6182
8414,ebdj,2805
1531,dgec,4620
1531,dgec,1586
3862,dbie,6769
3862,dbie,8871
4695,eehj,5437
5229,djih,5393
5229,djih,6326
3302,ejji,2590
8008,ceah,3755
9683,ddbf,4620
9683,ddbf,3823
3602,cfjc,4983
3502,eahj,2018
3575,eigg,6562
5862,dbbc,4171
5862,dbbc,4084
1928,difa,7171
1928,difa,2892
1469,cafc,7708
6628,dffc,9536
6628,dffc,2121
8601,cdfc,3901
5872,egfe,6853
4797,dccg,2707
4797,dccg,5404
4392,dcdi,4866
4392,dcdi,9127
7690,ebaf,2710
2345,effg,9313
1195,cafd,9003
5680,ddij,1838
5680,ddij,1360
1519,dhdh,3487
1519,dhdh,2672
4675,ejeh,4029
8875,ddgd,1980
8875,ddgd,7183
7707,edaj,1725
4804,efhh,4361
7817,cihi,8368
2302,cedb,4679
7836,dfgg,4258
7836,dfgg,6223
8769,egii,3379
1118,ecce,2812
6440,dfcg,8091
6440,dfcg,6154
5946,ebfb,3078
7125,ebca,2328
5031,ciag,9244
5453,efjc,4668
4621,cejh,8778
1336,djfd,3148
1336,djfd,5224
2776,cagg,4699
8355,daac,5506
8355,daac,2311
7369,cgag,3732
2094,caad,9175
5236,dbee,6068
5236,dbee,7740
1752,dajg,9144
1752,dajg,2825
7745,dgfh,8044
7745,dgfh,3833
7438,dgig,6451
7438,dgig,6373
4882,eeia,5081
4056,dbeg,8608
4056,dbeg,2444
6326,eaje,6877
7854,cgfb,7050
9028,dadj,9716
9028,dadj,4268
3457,dcgb,2001
3457,dcgb,9174
6101,cede,1545
5798,dedb,8535
5798,dedb,9320
8669,eacg,4115
5713,dfhc,9320
5713,dfhc,7572
7340,cebf,6001
7010,dfjc,5845
7010,dfjc,3699
4821,chej,3625
4284,cdjh,7749
7045,ejdj,1295
2483,efdj,1377
7815,cbij,6259
5339,deea,2126
5339,deea,5036
3289,dcab,5295
3289,dcab,2201
4328,ddcj,5976
4328,ddcj,7296
9929,dgda,9971
9929,dgda,1413
9836,cedi,8660
3885,ebii,3072
3011,djah,8107
3011,djah,4083
9550,daea,2450
9550,daea,7189
6190,caif,5671
6885,ciff,3352
2441,chdf,1419
5097,cgbf,7716
4582,effh,2842
1016,dehb,2569
1016,dehb,2885
3996,dhbi,5241
3996,dhbi,9197
6482,ceed,9413
7063,ehdi,9295
2869,eeed,6515
5008,cbgd,1384
4068,cdah,7251
7157,edbb,4304
9870,eggg,2554
1649,dhfb,8950
1649,dhfb,5835
4111,dagb,2744
4111,dagb,2412
2923,eiii,8954
7597,cjfd,7421
2737,deha,1380
2737,deha,4826
4666,eeee,4660
2838,ecaj,2494
9396,ehgc,2487
7038,didg,5094
7038,didg,2477
6974,deff,1298
6974,deff,4432
3874,ecgf,6217
6827,ddah,2886
6827,ddah,5562
5372,ebde,8976
5769,ccii,2737
1449,eddi,9585
2967,ejge,5856
7997,eifd,9340
6151,ciah,8859
8075,debb,5931
8075,debb,6656
1914,chcg,5867
9335,ccge,1098
2849,ddeh,3167
2849,ddeh,8919
2030,cdgf,7375
5246,daej,6089
5246,daej,1582
8398,difj,1634
8398,difj,3637
4198,cdhe,6203
9807,cjhb,4686
7563,dehh,9082
7563,dehh,1384
5594,ehjb,8615
3893,edcb,8550
3025,cbdj,5866
9890,effd,9144
1152,chdd,1738
3704,eheh,6454
4916,cfai,1163
2024,ehhb,5861
2165,eaga,1257
3568,difb,9200
3568,difb,9106
8151,efea,1761
8147,eegb,9072
4515,djgf,8766
4515,djgf,2309
2344,diji,4195
2344,diji,4592
2490,deah,4270
2490,deah,5833
9477,dege,7575
9477,dege,7875
3473,eiea,1214
4761,egah,9560
7961,cdff,3943
9082,dfad,7461
9082,dfad,5595
9691,cfae,1539
5596,dhge,8755
5596,dhge,9751
7474,dgii,2266
7474,dgii,3662
7454,cdaa,3418
6368,ceab,6485
5508,ecgj,7070
3343,ddaf,7307
3343,ddaf,4219
6660,edcg,4702
1857,cbhg,3412
9245,dhei,9714
9245,dhei,9034
7632,dcgi,8145
7632,dcgi,2929
6715,eiaf,7230
5346,chbc,9503
7424,ciee,1548
1115,cjjh,5500
1847,edji,5838
2523,dhba,6103
2523,dhba,5903
9819,dfag,2224
9819,dfag,5867
2394,dahe,6103
2394,dahe,1694
6284,dcac,2740
6284,dcac,6493
3514,chgf,5886
5255,ccbh,7855
5353,deaa,9748
5353,deaa,5880
5290,dahh,7605
5290,dahh,4235
1856,cege,5174
8584,cdhh,3589
5233,ddch,4309
5233,ddch,4289
8714,ciei,2143
7658,ehih,1505
2283,ecji,7864
2483,ehhg,2171
2752,edjc,7095
3218,efgb,4812
3391,eadi,6716
8108,dcig,1690
8108,dcig,7282
8105,echj,6573
1764,cgbh,8640
9347,chgc,9418
1588,eecd,6230
8691,cbha,6859
8219,cifb,2325
1041,cbaf,2167
2258,eijd,9497
9376,eadc,5533
7032,cbbf,2360
2447,djei,8747
2447,djei,5425
4880,cbaa,5640
9421,eefb,2996
8674,caji,8373
1609,cgfc,5021
6707,dhaj,8590
6707,dhaj,1952
7502,eaed,2506
8743,dhgj,9957
8743,dhgj,8324
6001,eibd,9161
3998,egei,5652
6362,dhfa,9072
6362,dhfa,7847
9637,dfid,4545
9637,dfid,7274
5105,edeb,9866
2059,efji,6381
4541,cdai,2497
8946,edbc,5636
8810,ebgf,9330
9133,dgae,2097
9133,dgae,4532
8976,diic,7340
8976,diic,8320
6653,cfbf,1219
1434,dbbg,5394
1434,dbbg,1806
5272,eefd,8673
7600,ehed,5278
8508,ddbj,6702
8508,ddbj,2679
4140,dffi,7533
4140,dffi,6875
4892,edhi,3479
6154,ejaj,6054
9063,dcfc,4990
9063,dcfc,1321
6721,ciec,2798
3710,cefg,6307
9311,dggf,4428
9311,dggf,7891
5009,eccj,6736
4327,eihd,1069
5954,dhah,6173
5954,dhah,2894
8540,edff,6605
5773,eiga,7853
4553,djdb,2635
4553,djdb,7231
9481,dceh,6286
9481,dceh,5818
5018,cfga,4762
3233,ceda,5854
5609,eafa,7545
8783,dicb,3981
8783,dicb,5934
5803,ejff,4118
8737,dbfh,4178
8737,dbfh,8597
3952,cggg,9857
5889,daec,2124
5889,daec,7199
6364,dfjj,5097
6364,dfjj,4557
3115,eade,8973
4797,ceaf,1705
5136,daij,3036
5136,daij,9208
6930,cjia,2595
4717,djhe,7456
4717,djhe,9475
1244,cigc,3781
8557,caga,9626
1373,chjh,4790
9046,dhde,7997
9046,dhde,9163
9666,dcge,1671
9666,dcge,5016
5543,digf,9276
5543,digf,4533
1478,cdfi,7015
5371,cfca,1406
7982,dfih,9280
7982,dfih,4202
5229,cfdg,6907
3049,ccfh,4978
3893,ebie,5295
8425,cbcf,4450
8937,dbje,6852
8937,dbje,9131
7871,cbgc,9605
7328,edgg,2198
9213,dafe,8882
9213,dafe,5608
8062,dacd,2585
8062,dacd,1390
2222,cdhi,1479
6755,ddjd,9224
6755,ddjd,5090
5291,cgef,4952
1308,dadg,5159
1308,dadg,1380
4602,edjf,1485
8471,eecg,3615
1388,ccdd,7266
2781,cdgd,3322
7420,diaf,8585
7420,diaf,6852
4579,dahj,7132
4579,dahj,5819
7005,ddej,8657
7005,ddej,8137
7172,cejc,2642
8879,eaig,9032
6388,cfdc,3601
1129,cfaf,1286
7188,ceef,5940
9028,cjeg,5241
2279,ebjg,1365
